ID,Item_Name,Brand,Model,Category,Year_of_Purchase,Condition,Quantity,Weight_kg,Recycle_Method,Location,Recycling_Facility,Collection_Date,End_Use,Recycled_Price_USD,Toxic_Components,E-Waste_Collector,Carbon_Footprint,Exported_To
722,Microwave,Sony,Sony Model 226,Appliance,2020,Broken,1,11.93,Automated,Mumbai,Facility A,2024/7/5,Parts for Electronics,71.72,None,EcoWaste Solutions,19.55,Germany
6067,TV,Apple,Apple Model 283,Electronics,2023,Broken,1,15.09,Automated,Dhaka,Facility C,2024/7/21,Raw Materials,69.88,Lead,EcoWaste Solutions,10,India
8553,Refrigerator,Sony,Sony Model 343,Appliance,2013,Working,5,80.26,Both,Shanghai,Facility B,2024/11/1,E-Waste Disposal,51.99,None,Green Electronics,18.13,India
1539,Refrigerator,Sony,Sony Model 900,Appliance,2023,Partially Working,2,79.51,Both,New York,Facility A,2024/9/28,E-Waste Disposal,50.99,None,Green Electronics,12.56,Germany
4320,Laptop,HP,HP Model 948,Computers,2021,Broken,2,1.87,Both,Shanghai,Facility C,2024/6/29,Parts for Electronics,168.75,None,Green Electronics,1.19,USA
7568,Microwave,Xiaomi,Xiaomi Model 854,Appliance,2013,Working,1,11.89,Automated,Mumbai,Facility A,2024/3/19,Parts for Electronics,101.8,Mercury,E-Waste Inc.,9.57,China
2208,Smartphone,LG,LG Model 846,Mobile,2019,Broken,4,0.1,Automated,London,Facility C,2024/1/31,Parts for Electronics,21.66,Cadmium,Green Electronics,18.28,Brazil
3833,TV,Dell,Dell Model 829,Electronics,2015,Broken,1,14.57,Automated,New York,Facility D,2024/9/7,E-Waste Disposal,152.3,Mercury,Green Electronics,13.71,India
2470,Washing Machine,Apple,Apple Model 800,Appliance,2020,Broken,1,70.03,Automated,Berlin,Facility A,2023/12/30,Raw Materials,64.63,Lead,Green Electronics,10.92,Brazil
9075,TV,Sony,Sony Model 594,Electronics,2020,Working,5,15.31,Manual,London,Facility A,2024/4/19,Raw Materials,64.84,Cadmium,EcoWaste Solutions,1.01,Brazil
3350,Smartphone,HP,HP Model 373,Mobile,2021,Partially Working,1,0.56,Automated,Mumbai,Facility C,2024/11/4,Raw Materials,180.87,None,Green Electronics,8.63,Germany
4180,Microwave,Panasonic,Panasonic Model 396,Appliance,2010,Working,1,12.16,Manual,Mumbai,Facility C,2023/12/13,Raw Materials,29.91,Cadmium,Green Electronics,8.1,Brazil
5758,Headphone,LG,LG Model 936,Electronics,2011,Working,4,0.99,Both,Mumbai,Facility C,2024/11/6,Parts for Electronics,48.49,None,Green Electronics,10.5,India
6112,Air Conditioner,Panasonic,Panasonic Model 873,Appliance,2017,Partially Working,5,29.73,Automated,Berlin,Facility D,2023/12/24,Raw Materials,72.47,None,E-Waste Inc.,16.42,India
3889,Laptop,HP,HP Model 116,Computers,2015,Working,2,1.99,Both,Dhaka,Facility C,2023/12/15,Raw Materials,148.6,Mercury,EcoWaste Solutions,15.94,India
839,TV,Xiaomi,Xiaomi Model 454,Electronics,2013,Working,1,15.11,Manual,Mumbai,Facility D,2024/9/16,Parts for Electronics,78.09,Cadmium,EcoWaste Solutions,13.7,USA
7503,Washing Machine,Xiaomi,Xiaomi Model 135,Appliance,2011,Working,3,70.07,Manual,Berlin,Facility A,2024/10/8,Parts for Electronics,151.44,Lead,E-Waste Inc.,16.18,China
5526,Headphone,Sony,Sony Model 233,Electronics,2014,Partially Working,1,0.78,Automated,Shanghai,Facility D,2024/2/6,Parts for Electronics,85.3,Lead,EcoWaste Solutions,13.44,India
3280,Laptop,Panasonic,Panasonic Model 210,Computers,2022,Working,2,2,Manual,New York,Facility B,2024/3/17,E-Waste Disposal,95.31,None,E-Waste Inc.,18.43,Brazil
7621,Washing Machine,HP,HP Model 638,Appliance,2014,Partially Working,5,69.8,Automated,Dhaka,Facility C,2024/5/2,E-Waste Disposal,15.87,Cadmium,EcoWaste Solutions,3.55,Brazil
7176,Laptop,Panasonic,Panasonic Model 939,Computers,2013,Partially Working,1,2.31,Automated,Berlin,Facility B,2024/4/23,E-Waste Disposal,80.33,None,EcoWaste Solutions,14.01,USA
3966,Laptop,Sony,Sony Model 405,Computers,2015,Working,4,2.07,Manual,London,Facility A,2024/5/30,E-Waste Disposal,134.4,Mercury,EcoWaste Solutions,6.45,Germany
1906,Microwave,Sony,Sony Model 598,Appliance,2022,Partially Working,1,11.95,Automated,New York,Facility A,2024/9/1,Raw Materials,8.84,Cadmium,Green Electronics,11.93,USA
5900,TV,Samsung,Samsung Model 636,Electronics,2012,Working,3,15.25,Manual,Berlin,Facility B,2024/5/5,Raw Materials,30.08,Mercury,Green Electronics,11.41,Germany
4257,TV,Apple,Apple Model 176,Electronics,2021,Broken,3,14.92,Automated,New York,Facility A,2024/4/19,Raw Materials,87.56,Cadmium,EcoWaste Solutions,11.8,China
8536,Microwave,LG,LG Model 682,Appliance,2021,Working,3,12.02,Both,New York,Facility A,2024/7/28,Raw Materials,10.44,Lead,EcoWaste Solutions,12.14,USA
8095,Air Conditioner,Panasonic,Panasonic Model 213,Appliance,2022,Partially Working,2,29.6,Both,New York,Facility A,2024/1/3,E-Waste Disposal,40.22,Cadmium,Green Electronics,8.05,China
6842,Smartphone,LG,LG Model 664,Mobile,2022,Partially Working,3,0.1,Manual,New York,Facility C,2024/7/18,Parts for Electronics,55.09,None,E-Waste Inc.,7.93,Brazil
9230,Washing Machine,HP,HP Model 503,Appliance,2014,Broken,4,69.93,Manual,Berlin,Facility D,2024/9/4,Raw Materials,125.54,Lead,EcoWaste Solutions,2.23,China
1596,TV,Apple,Apple Model 214,Electronics,2020,Working,2,14.71,Automated,London,Facility C,2024/4/22,E-Waste Disposal,44.92,Mercury,Green Electronics,12.02,China
8411,Air Conditioner,Sony,Sony Model 596,Appliance,2018,Working,1,30.05,Both,Berlin,Facility A,2024/5/19,Raw Materials,87.3,Mercury,E-Waste Inc.,13.8,Germany
900,Smartphone,Apple,Apple Model 401,Mobile,2013,Broken,4,0.1,Automated,New York,Facility D,2024/6/26,E-Waste Disposal,82.07,None,EcoWaste Solutions,15.06,Brazil
7692,Laptop,Apple,Apple Model 104,Computers,2010,Partially Working,4,2.49,Both,Dhaka,Facility C,2023/11/25,Parts for Electronics,187.57,Mercury,Green Electronics,13.2,China
5438,Headphone,LG,LG Model 312,Electronics,2021,Partially Working,1,0.94,Manual,Dhaka,Facility A,2024/6/6,Raw Materials,75.94,Mercury,Green Electronics,1.57,Brazil
7440,Washing Machine,Panasonic,Panasonic Model 745,Appliance,2015,Broken,4,69.8,Both,London,Facility A,2024/7/31,Parts for Electronics,99.15,None,EcoWaste Solutions,1.91,Brazil
2620,Microwave,HP,HP Model 962,Appliance,2015,Working,3,12.21,Both,Shanghai,Facility C,2024/10/29,Raw Materials,27.2,None,Green Electronics,10.17,India
6254,Smartphone,LG,LG Model 999,Mobile,2016,Working,1,0.59,Automated,Dhaka,Facility A,2024/8/17,E-Waste Disposal,75.65,Mercury,E-Waste Inc.,19.65,USA
5483,Smartphone,Panasonic,Panasonic Model 677,Mobile,2016,Partially Working,4,0.1,Manual,New York,Facility D,2024/7/4,E-Waste Disposal,20.01,None,EcoWaste Solutions,1.22,Germany
5220,Washing Machine,Samsung,Samsung Model 641,Appliance,2020,Working,2,70.2,Automated,New York,Facility C,2024/2/4,E-Waste Disposal,148.6,Cadmium,Green Electronics,12.59,Brazil
3645,Laptop,LG,LG Model 843,Computers,2013,Partially Working,2,2.23,Manual,Shanghai,Facility D,2024/9/11,E-Waste Disposal,144.66,None,Green Electronics,12.14,USA
8704,Refrigerator,Dell,Dell Model 441,Appliance,2014,Broken,1,79.91,Automated,Mumbai,Facility A,2023/12/27,Raw Materials,196.55,Cadmium,Green Electronics,18.97,India
8163,Air Conditioner,Samsung,Samsung Model 572,Appliance,2022,Broken,1,29.74,Automated,Berlin,Facility D,2024/7/8,E-Waste Disposal,73.06,None,E-Waste Inc.,4.26,China
8442,Smartphone,Apple,Apple Model 695,Mobile,2018,Working,1,0.35,Manual,London,Facility B,2024/1/18,E-Waste Disposal,70.31,None,EcoWaste Solutions,16.62,China
3282,TV,LG,LG Model 668,Electronics,2018,Broken,4,14.53,Automated,Dhaka,Facility C,2024/4/12,Parts for Electronics,158.95,Lead,EcoWaste Solutions,5.32,Germany
1498,Laptop,LG,LG Model 529,Computers,2019,Working,3,1.64,Both,New York,Facility B,2024/6/18,Raw Materials,89.51,Lead,EcoWaste Solutions,11.48,Brazil
9713,Headphone,Xiaomi,Xiaomi Model 870,Electronics,2021,Working,4,0.95,Both,Shanghai,Facility A,2024/8/2,E-Waste Disposal,163.51,None,EcoWaste Solutions,13.36,USA
6210,TV,Dell,Dell Model 242,Electronics,2020,Working,5,15.09,Manual,Dhaka,Facility B,2024/8/17,E-Waste Disposal,140.91,None,Green Electronics,17.81,India
1176,Washing Machine,Panasonic,Panasonic Model 623,Appliance,2022,Broken,4,70.3,Automated,New York,Facility D,2024/10/20,Raw Materials,102.61,Mercury,Green Electronics,9.28,USA
2641,Washing Machine,Samsung,Samsung Model 336,Appliance,2014,Broken,3,70.43,Automated,Shanghai,Facility A,2024/9/1,E-Waste Disposal,14.2,Mercury,E-Waste Inc.,10.77,India
2353,Smartphone,LG,LG Model 866,Mobile,2018,Partially Working,2,0.46,Automated,Shanghai,Facility B,2024/7/10,Raw Materials,118.46,Mercury,E-Waste Inc.,4.1,USA
9980,Headphone,HP,HP Model 762,Electronics,2013,Broken,2,0.95,Manual,Berlin,Facility A,2024/4/29,Raw Materials,67.38,None,Green Electronics,2.8,USA
9478,Laptop,Panasonic,Panasonic Model 109,Computers,2013,Broken,2,2.21,Manual,Dhaka,Facility A,2024/11/1,Parts for Electronics,119.96,None,E-Waste Inc.,5.54,USA
3185,Air Conditioner,Samsung,Samsung Model 972,Appliance,2013,Broken,2,29.77,Both,Mumbai,Facility C,2023/12/22,Parts for Electronics,53.25,Mercury,Green Electronics,9.88,India
4661,Washing Machine,HP,HP Model 389,Appliance,2023,Broken,4,69.61,Manual,Dhaka,Facility B,2024/4/10,Raw Materials,83.92,Lead,E-Waste Inc.,16.32,Germany
4678,Refrigerator,Xiaomi,Xiaomi Model 534,Appliance,2011,Working,5,80.32,Manual,Berlin,Facility C,2024/5/1,E-Waste Disposal,11.4,Lead,Green Electronics,8.73,Brazil
7056,Headphone,Apple,Apple Model 985,Electronics,2022,Partially Working,3,0.93,Automated,Berlin,Facility B,2024/3/27,Raw Materials,99.29,Mercury,EcoWaste Solutions,10.69,Brazil
7569,Washing Machine,Panasonic,Panasonic Model 134,Appliance,2012,Broken,4,70.11,Manual,Berlin,Facility C,2024/8/17,Raw Materials,76.22,Lead,E-Waste Inc.,9.12,China
3381,Air Conditioner,Xiaomi,Xiaomi Model 608,Appliance,2014,Working,5,30.41,Manual,New York,Facility A,2024/11/4,E-Waste Disposal,117.15,Mercury,Green Electronics,18.94,India
3351,Headphone,Xiaomi,Xiaomi Model 877,Electronics,2023,Partially Working,2,0.59,Automated,Dhaka,Facility C,2024/2/25,E-Waste Disposal,196.83,Lead,EcoWaste Solutions,3.39,Germany
2243,Refrigerator,HP,HP Model 126,Appliance,2011,Working,2,79.56,Automated,Dhaka,Facility D,2024/4/1,E-Waste Disposal,15.5,Mercury,E-Waste Inc.,18.36,India
1115,Washing Machine,Panasonic,Panasonic Model 128,Appliance,2023,Broken,4,70.4,Manual,New York,Facility D,2024/1/1,E-Waste Disposal,165.03,Lead,Green Electronics,13.99,India
7095,TV,Panasonic,Panasonic Model 180,Electronics,2020,Working,2,14.86,Automated,Shanghai,Facility C,2024/7/13,Parts for Electronics,49.69,None,Green Electronics,2.92,India
8460,Refrigerator,HP,HP Model 617,Appliance,2018,Broken,1,79.69,Manual,London,Facility A,2024/9/12,Parts for Electronics,15.67,Mercury,EcoWaste Solutions,9.66,India
8252,Refrigerator,Sony,Sony Model 269,Appliance,2018,Working,3,79.72,Automated,Berlin,Facility B,2024/3/24,Raw Materials,51.71,Cadmium,E-Waste Inc.,15.53,USA
5105,TV,Panasonic,Panasonic Model 462,Electronics,2015,Broken,4,15.02,Manual,New York,Facility D,2024/3/22,Raw Materials,59.38,Cadmium,E-Waste Inc.,14.38,China
1607,Refrigerator,HP,HP Model 907,Appliance,2015,Broken,4,80.2,Automated,Mumbai,Facility D,2024/9/24,E-Waste Disposal,174.71,Mercury,Green Electronics,15.92,China
4787,Smartphone,Apple,Apple Model 291,Mobile,2021,Broken,1,0.1,Both,Shanghai,Facility C,2024/8/1,Parts for Electronics,156.98,Cadmium,E-Waste Inc.,17.51,Germany
3202,Microwave,LG,LG Model 439,Appliance,2021,Broken,4,11.57,Automated,Mumbai,Facility C,2023/11/26,Raw Materials,166.19,None,Green Electronics,14.29,USA
3455,Headphone,Sony,Sony Model 951,Electronics,2020,Partially Working,2,0.38,Manual,New York,Facility C,2023/12/15,E-Waste Disposal,184.76,Lead,Green Electronics,2.19,Brazil
420,Laptop,HP,HP Model 899,Computers,2020,Broken,1,1.7,Automated,Dhaka,Facility A,2024/2/20,E-Waste Disposal,66.84,Mercury,E-Waste Inc.,15.2,China
6394,Air Conditioner,HP,HP Model 497,Appliance,2010,Partially Working,3,30.26,Automated,Berlin,Facility A,2023/12/9,E-Waste Disposal,76.03,Cadmium,Green Electronics,16.52,India
1260,Headphone,LG,LG Model 882,Electronics,2015,Broken,4,0.83,Manual,Mumbai,Facility D,2024/3/16,E-Waste Disposal,85.89,Lead,Green Electronics,17.63,Brazil
6109,Refrigerator,LG,LG Model 707,Appliance,2015,Partially Working,3,79.86,Manual,Dhaka,Facility A,2024/8/14,Raw Materials,22.34,None,E-Waste Inc.,2.71,Germany
2668,Microwave,Apple,Apple Model 628,Appliance,2011,Working,1,11.74,Both,Dhaka,Facility C,2023/12/9,Parts for Electronics,18.48,Lead,E-Waste Inc.,17.41,India
2596,Washing Machine,Samsung,Samsung Model 897,Appliance,2011,Broken,3,70.24,Manual,Mumbai,Facility D,2024/8/3,Raw Materials,149.33,Cadmium,Green Electronics,13.7,China
1815,Air Conditioner,HP,HP Model 363,Appliance,2016,Working,1,30.2,Manual,Dhaka,Facility C,2024/3/16,E-Waste Disposal,133.94,Mercury,Green Electronics,9.02,Germany
635,Air Conditioner,Xiaomi,Xiaomi Model 157,Appliance,2018,Partially Working,1,30.18,Manual,New York,Facility D,2024/5/29,Raw Materials,6.68,None,E-Waste Inc.,15.93,China
8148,Microwave,HP,HP Model 959,Appliance,2012,Working,5,11.56,Manual,London,Facility D,2024/4/12,Raw Materials,30.69,Cadmium,E-Waste Inc.,9.87,India
381,Headphone,Dell,Dell Model 354,Electronics,2011,Broken,1,0.14,Automated,Dhaka,Facility C,2024/8/12,Raw Materials,129.23,Cadmium,Green Electronics,8.21,USA
5851,Air Conditioner,Samsung,Samsung Model 246,Appliance,2018,Working,3,29.64,Manual,Mumbai,Facility A,2024/5/9,E-Waste Disposal,10.34,Mercury,E-Waste Inc.,7.49,China
227,Refrigerator,Samsung,Samsung Model 151,Appliance,2017,Working,3,80.02,Automated,Shanghai,Facility C,2024/7/21,Raw Materials,19.98,None,Green Electronics,12.32,USA
3725,Washing Machine,Xiaomi,Xiaomi Model 599,Appliance,2021,Partially Working,5,70.36,Automated,New York,Facility D,2024/1/25,Parts for Electronics,81.3,Lead,Green Electronics,15.51,Germany
3833,Air Conditioner,HP,HP Model 176,Appliance,2014,Partially Working,5,29.74,Both,Dhaka,Facility B,2023/12/30,E-Waste Disposal,172.73,Cadmium,EcoWaste Solutions,15.34,Brazil
1991,Microwave,Sony,Sony Model 584,Appliance,2016,Broken,2,11.89,Both,Shanghai,Facility A,2024/1/28,E-Waste Disposal,149.84,Cadmium,E-Waste Inc.,6.8,Brazil
3332,Microwave,Apple,Apple Model 451,Appliance,2013,Broken,4,11.79,Manual,Shanghai,Facility B,2024/2/25,Parts for Electronics,124.31,Cadmium,E-Waste Inc.,9.1,India
8317,Microwave,HP,HP Model 203,Appliance,2021,Working,4,12.1,Manual,Mumbai,Facility C,2024/11/19,Raw Materials,128.07,Mercury,E-Waste Inc.,11.73,Germany
7645,Refrigerator,Panasonic,Panasonic Model 443,Appliance,2018,Broken,4,80.29,Both,Mumbai,Facility A,2024/11/11,Raw Materials,187.93,Lead,EcoWaste Solutions,13.7,India
9802,Headphone,Panasonic,Panasonic Model 934,Electronics,2017,Broken,4,0.48,Automated,New York,Facility C,2024/7/20,E-Waste Disposal,85.27,Mercury,Green Electronics,17.78,Brazil
2837,Headphone,Samsung,Samsung Model 438,Electronics,2020,Partially Working,5,0.25,Automated,Berlin,Facility A,2024/9/9,Raw Materials,52.22,None,E-Waste Inc.,10.27,China
4385,Washing Machine,Samsung,Samsung Model 977,Appliance,2014,Working,3,69.68,Manual,Dhaka,Facility C,2024/11/11,Raw Materials,190.98,Mercury,Green Electronics,18.03,China
5359,TV,Panasonic,Panasonic Model 946,Electronics,2014,Partially Working,2,15.3,Automated,Shanghai,Facility D,2024/5/10,Raw Materials,157.48,Lead,EcoWaste Solutions,4.94,Brazil
1817,Laptop,Dell,Dell Model 400,Computers,2019,Broken,3,1.56,Manual,Mumbai,Facility B,2024/9/16,Raw Materials,146.47,Cadmium,EcoWaste Solutions,6.64,China
2385,Refrigerator,Samsung,Samsung Model 640,Appliance,2011,Partially Working,4,80.49,Both,Mumbai,Facility B,2024/9/30,E-Waste Disposal,142.1,None,E-Waste Inc.,4.11,USA
577,Washing Machine,Dell,Dell Model 590,Appliance,2016,Broken,4,70.04,Automated,New York,Facility A,2024/10/29,Parts for Electronics,36.41,Mercury,E-Waste Inc.,13.75,China
2353,Microwave,Panasonic,Panasonic Model 640,Appliance,2023,Broken,2,11.53,Manual,Dhaka,Facility D,2023/12/25,E-Waste Disposal,151.78,None,E-Waste Inc.,14.78,Germany
744,TV,Samsung,Samsung Model 244,Electronics,2023,Broken,5,15.47,Automated,Berlin,Facility B,2024/9/15,Parts for Electronics,102.56,Cadmium,Green Electronics,14.54,India
9243,TV,Xiaomi,Xiaomi Model 949,Electronics,2015,Partially Working,3,14.71,Manual,Dhaka,Facility B,2024/10/3,Raw Materials,98.25,Mercury,Green Electronics,1.15,Germany
9529,Microwave,Apple,Apple Model 235,Appliance,2015,Broken,4,11.71,Manual,Dhaka,Facility D,2024/2/14,Parts for Electronics,132.1,Mercury,Green Electronics,12.23,Brazil
3463,Refrigerator,Xiaomi,Xiaomi Model 542,Appliance,2016,Working,4,80.4,Automated,New York,Facility C,2024/6/28,Parts for Electronics,24.67,Cadmium,EcoWaste Solutions,2.44,USA
5007,Refrigerator,Panasonic,Panasonic Model 942,Appliance,2011,Working,2,80.38,Automated,Dhaka,Facility A,2023/12/7,E-Waste Disposal,71.41,None,Green Electronics,14.09,USA
7770,Refrigerator,Dell,Dell Model 326,Appliance,2012,Broken,4,80.23,Manual,Dhaka,Facility D,2023/12/6,Parts for Electronics,30.93,None,Green Electronics,6.71,China
8433,Refrigerator,Dell,Dell Model 519,Appliance,2017,Partially Working,1,80.09,Manual,New York,Facility C,2024/7/12,E-Waste Disposal,166.4,Mercury,Green Electronics,3.41,Germany
292,Headphone,Dell,Dell Model 811,Electronics,2014,Working,2,0.83,Manual,Shanghai,Facility C,2023/11/22,Raw Materials,185.57,Lead,E-Waste Inc.,2.3,India
7805,Refrigerator,Apple,Apple Model 851,Appliance,2020,Working,1,79.8,Manual,Shanghai,Facility D,2024/5/22,Parts for Electronics,187.84,Lead,E-Waste Inc.,6.39,USA
3520,Microwave,LG,LG Model 207,Appliance,2010,Working,5,12.12,Manual,New York,Facility C,2023/12/27,Raw Materials,157.42,Lead,Green Electronics,19.17,Germany
2911,Washing Machine,LG,LG Model 177,Appliance,2021,Partially Working,4,70.13,Both,Shanghai,Facility D,2023/11/22,Parts for Electronics,169.53,Mercury,E-Waste Inc.,12.15,India
6699,Headphone,Sony,Sony Model 101,Electronics,2015,Broken,3,0.22,Both,London,Facility A,2024/3/31,Raw Materials,142.83,Mercury,E-Waste Inc.,14.02,USA
9645,Air Conditioner,Panasonic,Panasonic Model 172,Appliance,2018,Working,5,29.76,Automated,Mumbai,Facility B,2024/10/26,Parts for Electronics,112.26,Mercury,E-Waste Inc.,10,USA
5912,Headphone,LG,LG Model 811,Electronics,2023,Working,5,0.3,Automated,Mumbai,Facility D,2024/7/30,E-Waste Disposal,146.14,Cadmium,E-Waste Inc.,15.29,Germany
9517,Air Conditioner,Dell,Dell Model 181,Appliance,2020,Working,1,30.05,Automated,New York,Facility A,2024/1/16,Parts for Electronics,147.33,Lead,E-Waste Inc.,10.57,USA
9149,Air Conditioner,Dell,Dell Model 822,Appliance,2014,Working,2,30.2,Automated,London,Facility B,2024/2/29,Raw Materials,7.31,Mercury,Green Electronics,6.37,USA
7005,TV,LG,LG Model 799,Electronics,2015,Broken,2,15.21,Manual,New York,Facility B,2024/7/13,Parts for Electronics,135.91,Mercury,Green Electronics,16.83,Germany
8031,Air Conditioner,Apple,Apple Model 896,Appliance,2015,Working,3,29.83,Automated,Berlin,Facility B,2024/8/10,Parts for Electronics,174.6,Cadmium,E-Waste Inc.,3.4,Brazil
5896,Smartphone,HP,HP Model 804,Mobile,2014,Working,4,0.35,Manual,Berlin,Facility C,2024/5/22,Parts for Electronics,179.44,Mercury,EcoWaste Solutions,16.49,USA
1012,Air Conditioner,Samsung,Samsung Model 574,Appliance,2017,Partially Working,3,29.52,Manual,London,Facility D,2024/6/4,Raw Materials,75.18,Mercury,E-Waste Inc.,13.22,USA
6756,Headphone,HP,HP Model 680,Electronics,2014,Broken,5,0.71,Manual,Dhaka,Facility C,2024/5/19,Raw Materials,31.12,Mercury,E-Waste Inc.,19.88,USA
2881,Washing Machine,Xiaomi,Xiaomi Model 402,Appliance,2017,Partially Working,1,70.49,Manual,Dhaka,Facility D,2024/2/27,E-Waste Disposal,41.92,None,EcoWaste Solutions,2.52,USA
7719,Microwave,Apple,Apple Model 746,Appliance,2023,Working,5,11.53,Both,London,Facility D,2024/1/19,Raw Materials,32.15,Mercury,Green Electronics,9.97,Brazil
327,Refrigerator,Apple,Apple Model 187,Appliance,2011,Working,5,79.59,Manual,Dhaka,Facility A,2024/11/15,Raw Materials,117.28,Lead,EcoWaste Solutions,19.8,China
7499,Laptop,Apple,Apple Model 110,Computers,2012,Working,3,1.94,Manual,Berlin,Facility A,2024/10/22,E-Waste Disposal,50.15,Lead,EcoWaste Solutions,8.32,USA
8349,Laptop,Dell,Dell Model 410,Computers,2016,Working,2,1.52,Manual,Berlin,Facility C,2024/4/10,Raw Materials,26.73,Mercury,Green Electronics,10.81,China
8711,Headphone,Dell,Dell Model 860,Electronics,2013,Broken,1,0.1,Manual,Mumbai,Facility C,2024/1/16,Parts for Electronics,121.25,Mercury,Green Electronics,16.74,China
6964,TV,HP,HP Model 814,Electronics,2017,Partially Working,1,14.77,Manual,Dhaka,Facility C,2024/6/7,E-Waste Disposal,88.29,Mercury,Green Electronics,7.75,India
1419,TV,Sony,Sony Model 705,Electronics,2022,Partially Working,3,15.25,Automated,Berlin,Facility D,2023/12/12,Raw Materials,145.93,Cadmium,EcoWaste Solutions,15.27,Germany
8518,Smartphone,Samsung,Samsung Model 318,Mobile,2022,Broken,3,0.1,Both,London,Facility A,2024/8/21,Parts for Electronics,162.1,Mercury,Green Electronics,13.91,Brazil
8415,Smartphone,Panasonic,Panasonic Model 526,Mobile,2017,Broken,4,0.42,Both,Shanghai,Facility C,2024/4/16,E-Waste Disposal,181.63,None,Green Electronics,12.05,China
2578,TV,Sony,Sony Model 779,Electronics,2010,Working,3,14.73,Manual,New York,Facility B,2024/8/24,Parts for Electronics,111.43,None,E-Waste Inc.,18.32,India
4650,Laptop,Sony,Sony Model 932,Computers,2012,Working,2,1.94,Manual,Dhaka,Facility D,2024/2/1,Raw Materials,85.18,Lead,EcoWaste Solutions,1.05,India
8340,Washing Machine,Apple,Apple Model 750,Appliance,2021,Working,1,69.56,Both,Berlin,Facility A,2024/3/10,Raw Materials,186.54,None,EcoWaste Solutions,17.44,USA
9475,Smartphone,LG,LG Model 186,Mobile,2012,Broken,2,0.29,Automated,New York,Facility D,2024/4/29,Raw Materials,161.15,None,EcoWaste Solutions,10.22,India
908,Washing Machine,Dell,Dell Model 502,Appliance,2021,Partially Working,5,69.89,Automated,Mumbai,Facility A,2024/6/14,E-Waste Disposal,38.36,Mercury,Green Electronics,6.6,China
3714,Smartphone,Samsung,Samsung Model 314,Mobile,2017,Partially Working,1,0.1,Both,Shanghai,Facility A,2024/10/9,E-Waste Disposal,28.06,Lead,E-Waste Inc.,19.36,Brazil
238,Laptop,Panasonic,Panasonic Model 469,Computers,2016,Broken,3,1.65,Automated,Berlin,Facility D,2024/6/7,Parts for Electronics,63.66,Lead,Green Electronics,4.26,Brazil
3004,Smartphone,Apple,Apple Model 555,Mobile,2011,Working,2,0.1,Manual,Mumbai,Facility D,2024/9/23,Parts for Electronics,133.49,Cadmium,Green Electronics,7.98,USA
6326,Air Conditioner,Dell,Dell Model 816,Appliance,2021,Broken,1,30.08,Automated,Shanghai,Facility B,2024/1/1,Raw Materials,92.85,None,EcoWaste Solutions,5.84,Brazil
559,Laptop,Samsung,Samsung Model 358,Computers,2023,Broken,1,1.89,Automated,Berlin,Facility B,2024/2/23,E-Waste Disposal,172.63,None,EcoWaste Solutions,3.74,China
2878,Refrigerator,HP,HP Model 310,Appliance,2020,Working,2,79.79,Manual,New York,Facility B,2024/6/13,Raw Materials,162.3,Cadmium,EcoWaste Solutions,8,China
7614,Headphone,Dell,Dell Model 479,Electronics,2013,Broken,4,0.99,Both,Shanghai,Facility B,2024/8/7,E-Waste Disposal,137.75,Mercury,EcoWaste Solutions,7.61,India
2532,TV,Xiaomi,Xiaomi Model 416,Electronics,2010,Partially Working,4,14.61,Both,New York,Facility A,2024/2/21,Parts for Electronics,24.59,None,EcoWaste Solutions,6.61,China
8626,Headphone,Samsung,Samsung Model 214,Electronics,2020,Working,2,0.3,Manual,Mumbai,Facility B,2024/7/23,Raw Materials,76.38,Lead,E-Waste Inc.,13.64,China
3606,Refrigerator,Xiaomi,Xiaomi Model 768,Appliance,2019,Partially Working,4,79.65,Automated,Dhaka,Facility D,2024/8/17,Raw Materials,6.32,Lead,Green Electronics,16.55,Brazil
4743,TV,Panasonic,Panasonic Model 937,Electronics,2022,Partially Working,1,15.42,Automated,New York,Facility C,2023/11/29,E-Waste Disposal,40.49,Lead,E-Waste Inc.,1.48,Germany
7668,Microwave,Xiaomi,Xiaomi Model 268,Appliance,2022,Working,4,12.43,Manual,Dhaka,Facility A,2024/7/9,E-Waste Disposal,108.93,Lead,EcoWaste Solutions,12.58,Brazil
2278,TV,Dell,Dell Model 504,Electronics,2018,Partially Working,3,14.97,Automated,Dhaka,Facility D,2024/7/26,Raw Materials,27.57,None,E-Waste Inc.,2.51,USA
6702,TV,Apple,Apple Model 544,Electronics,2021,Working,4,14.95,Both,London,Facility D,2024/10/9,Raw Materials,132.43,Lead,E-Waste Inc.,10.25,India
9922,Refrigerator,LG,LG Model 129,Appliance,2011,Working,1,79.88,Manual,London,Facility B,2023/12/10,E-Waste Disposal,117.32,Lead,EcoWaste Solutions,19.27,USA
5874,Refrigerator,HP,HP Model 898,Appliance,2010,Partially Working,3,80.12,Both,New York,Facility A,2024/2/22,Parts for Electronics,183.74,None,E-Waste Inc.,4.97,India
9460,Microwave,Panasonic,Panasonic Model 412,Appliance,2016,Broken,4,11.57,Both,New York,Facility D,2024/7/13,Parts for Electronics,151.78,Cadmium,Green Electronics,1.57,China
2875,Air Conditioner,Xiaomi,Xiaomi Model 100,Appliance,2014,Working,2,29.61,Both,London,Facility D,2024/8/25,E-Waste Disposal,55.15,None,Green Electronics,15.26,India
